category,type,part_number,title,price,upc,weight,length,width,height,primary_site,manufacturer
Part,Heaters,BR001001,TUBE ASY CU NI OUTDR 500 GLASS LINED HEADER,"1,777.01",788379729608,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR001002,TUBE ASY CU NI OUTDR 600 GLASS LINED HEADER,"1,972.13",788379729615,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR001003,TUBE ASY CU NI OUTDR 715 GLASS LINED HEADER,"2,173.07",788379729622,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR001004,TUBE ASY CU NI OUTDR 850 GLASS LINED HEADER,"2,474.32",788379729639,157,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR001005,TUBE ASY CU NI OUTDR 1010 GLASS LINED HEADER,"2,739.26",788379729646,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR001006,TUBE ASY CU NI OUTDR 1200 GLASS LINED HEADER,"3,076.33",788379729653,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR001007,TUBE ASY CU NI OUTDR 1430 GLASS LINED HEADER,"3,447.68",788379729660,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR001008,TUBE ASY CU NI OUTDR 1670 GLASS LINED HEADER,"3,778.57",788379729677,220,86,26,8,49982,Pentair
Part,Heaters,BR001009,TUBE ASY CU NI OUTDR 1825 GLASS LINED HEADER,"4,026.88",788379729684,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR001101,Tube Assy (128#) ,"2,139.69",788379838805,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR001102,Tube Assy (133#) ,"2,251.51",788379838812,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR001103,Tube Assy (142#) ,"2,351.88",788379838829,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR001104,Tube Assy (148#) ,"2,543.80",788379838836,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR001105,Tube Assy (165#) ,"2,681.60",788379838843,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR001106,Tube Assy (190#) ,"2,876.29",788379838850,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR001107,Tube Assy (204#) ,"3,083.52",788379838867,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR001108,Tube Assy (224#) ,"3,258.74",788379838874,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR001109,Tube Assy (235#) ,"3,387.09",788379838881,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR010801,TUBE ASY COPR W GLASS LINED HEADER 2000,"3,504.06",788379729691,360,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR010802,TUBE ASY COPR W GLASS LINED HEADER 2450I/2200E,"3,748.55",788379729707,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR010803,TUBE ASY COPR W GLASS LINED HEADER 3050/2800E,"4,198.55",788379729714,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR010804,TUBE ASY COPR W GLASS LINED HEADER 3500I/3200E,"4,860.42",788379729721,547,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR010805,TUBE ASY COPR W GLASS LINED HEADER 4050I/3600E,"5,119.05",788379729738,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR010806,TUBE ASY COPR W GLASS LINED HEADER 4500I/4050E,"5,503.49",788379729745,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR010807,TUBE ASY COPR W GLASS LINED HEADER 5000I/4500E,"5,968.48",788379729752,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR021301,TUBE ASY COPR W BRONZE HEADER 2000,"5,783.76",788379729769,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR021302,TUBE ASY COPR W BRONZE HEADER 2450I/2200E,"6,002.55",788379729776,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR021303,TUBE ASY COPR W BRONZE HEADER 3050/2800E,"6,397.35",788379729783,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR021304,TUBE ASY COPR W BRONZE HEADER 3500I/3200E,"6,969.76",788379729790,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR021305,TUBE ASY COPR W BRONZE HEADER 4050I/3600E,"7,201.29",788379729806,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR021306,TUBE ASY COPR W BRONZE HEADER 4500I/4050E,"7,537.79",788379729813,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR021307,TUBE ASY COPR W BRONZE HEADER 5000I/4500E,"7,945.47",788379729820,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR021401,TUBE ASY CU-NI W/BRONZE HEADER 2000,"7,620.62",788379729837,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR021402,TUBE ASY CU-NI W/BRONZE HEADER 2450I/2200E,"8,209.28",788379729844,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR021403,TUBE ASY CU-NI W/BRONZE HEADER 3050/2800E,"9,070.84",788379729851,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR021404,TUBE ASY CU-NI W/BRONZE HEADER 3500I/3200E,"10,059.90",788379729868,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR021405,TUBE ASY CU-NI W/BRONZE HEADER 4050I/3600E,"10,714.74",788379729875,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR021406,TUBE ASY CU-NI W/BRONZE HEADER 4500I/4050E,"11,424.64",788379729882,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR021407,TUBE ASY CU-NI W/BRONZE HEADER 5000I/4500E,"12,258.26",788379729899,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR098401,TUBE ASY CU NI INDR 500 GLASS LINED HEADER,"1,452.27",788379729905,0.01,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR098402,TUBE ASY CU NI INDR 600 GLASS LINED HEADER,"1,597.37",788379729912,0.05,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR098403,TUBE ASY CU NI INDR 715 GLASS LINED HEADER,"1,749.93",788379729929,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR098404,TUBE ASY CU NI INDR 850 GLASS LINED HEADER,"1,998.95",788379729936,0.2,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR098405,TUBE ASY CU NI INDR 1010 GLASS LINED HEADER,"2,202.74",788379729943,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR098406,TUBE ASY CU NI INDR 1200 GLASS LINER HEADER,"2,452.99",788379729950,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR098407,TUBE ASY CU NI INDR 1430 GLASS LINED HEADER,"2,745.11",788379729967,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR098408,TUBE ASY CU NI INDR 1670 GLASS LINED HEADER,"3,000.99",788379729974,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR098409,TUBE ASY CU NI INDR 1825 GLASS LINED HEADER,"3,186.83",788379729981,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR098901,TUBE ASY CU-NI GLASS LINED HEADER 2000,"5,043.16",788379729998,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR098902,TUBE ASY CU-NI GLASS LINED HEADER 2450I/2200E,"5,599.07",788379730000,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR098903,TUBE ASY CU-NI GLASS LINED HEADER 3050/2800E,"6,443.35",788379730017,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR098904,TUBE ASY CU-NI GLASS LINED HEADER 3500I/3200E,"7,457.28",788379730031,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR098905,TUBE ASY CU-NI GLASS LINED HEADER 4050I/3600E,"8,073.55",788379838898,575,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR098906,TUBE ASY CU-NI GLASS LINED HEADER 4500I/4050E,"8,773.52",788379730048,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR098907,TUBE ASY CU-NI GLASS LINED HEADER 5000I/4500E,"9,584.35",788379730055,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR300101,Combustion Chamber Repl ,"1,601.76",788379838904,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300102,Combustion Chamber Repl ,"1,711.18",788379838911,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300103,Combustion Chamber Repl ,"1,859.05",788379838928,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300104,Combustion Chamber Repl ,"2,045.86",788379838935,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300105,Combustion Chamber Repl ,"2,256.37",788379838942,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300106,Combustion Chamber Repl ,"2,514.31",788379838959,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300301,Tile Assy Kit ,285.24,788379838966,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300302,Tile Assy Kit ,304.75,788379838973,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300303,Tile Assy Kit ,322.29,788379838980,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300304,Tile Assy Kit ,397.74,788379838997,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300305,Tile Assy Kit ,441.35,788379839000,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300306,Tile Assy Kit ,473.74,788379839017,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300401,Burner Plenum Kit ,"1,074.34",788379839024,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300402,Burner Plenum Kit ,"1,186.53",788379839031,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300403,Burner Plenum Kit ,"1,348.06",788379839048,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300404,Burner Plenum Kit ,"1,486.05",788379839055,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300405,Burner Plenum Kit ,"1,690.94",788379839062,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300406,Burner Plenum Kit ,"1,928.36",788379839079,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300501,Core Replacement Kit ,"1,860.40",788379839086,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300502,Core Replacement Kit ,"1,973.16",788379839093,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300503,Core Replacement Kit ,"2,125.91",788379839109,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300504,Core Replacement Kit ,"2,315.68",788379839116,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300505,Core Replacement Kit ,"2,531.41",788379839123,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR300506,Core Replacement Kit ,"2,851.71",788379839130,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR441702,Tube Assy ,999.9,788379839147,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR441704,Tube Assy ,"1,072.34",788379839154,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR441706,Tube Assy ,"1,158.47",788379839161,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR441708,Tube Assy ,"1,297.62",788379839178,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR441710,Tube Assy ,"1,409.59",788379839185,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR441712,Tube Assy ,"1,478.29",788379839192,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR441714,Tube Assy ,"1,636.50",788379839208,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR441716,Tube Assy ,"1,761.87",788379768102,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR472702,Tube Assy/Cupro-Nickle ,"1,397.81",788379839215,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR472704,Tube Assy/Cupro-Nickle ,"1,558.96",788379839222,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR472706,Tube Assy/Cupro-Nickle ,"1,714.49",788379839239,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR472708,Tube Assy/Cupro-Nickle ,"1,983.69",788379839246,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR472710,Tube Assy/Cupro-Nickle ,"2,183.36",788379839253,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR472712,Tube Assy/Cupro-Nickle ,"2,416.17",788379839260,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR472714,Tube Assy/Cupro-Nickle ,"2,644.02",788379839277,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR472716,Tube Assy/Cupro-Nickle ,"2,981.70",788379839284,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR534701,"TUBE ASY COPPER 500,000 BTU","1,069.32",788379730062,125,32,26,8,49982,Pentair
Part,Heaters,BR534702,"TUBE COPPER ASY 600,000 BTU","1,150.02",788379765248,118,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR534703,EXCHANGER HEAT 715 ,"1,226.02",788379730079,5,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR534704,TUBE ASY ONLY 850 ,"1,389.86",788379730086,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR534705,TUBE COPPER ASY ,"1,493.16",788379775810,0.2,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR534706,"Copper Tube Assy 1,200,0 ","1,632.96",788379774592,181,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR534707,"Copper Tube Assy 1,430,0 ","1,797.63",788379768676,200,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR534708,"Copper Tube Assy 1,670,0 ","1,930.53",788379764630,217,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR534709,"Copper Tube Assy 1,825,0 ","2,026.09",788379839291,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR542901,Tube Assy (119#) ,"1,969.77",788379839307,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR542902,Tube Assy (124#) ,"2,050.46",788379839314,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR542903,Tube Assy (133#) ,"2,126.48",788379839321,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR542904,Tube Assy (139#) ,"2,290.30",788379839338,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR542905,Tube Assy (156#) ,"2,393.67",788379839345,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR542906,Tube Assy (181#) ,"2,533.41",788379839352,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR542907,Tube Assy (195#) ,"2,698.13",788379839369,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR542909,Tube Assy (226#) ,"2,929.12",788379839383,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR550602,METAL SHEET PARTS MT600 ,667.54,788379839390,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR550603,SHT BURNER TRAY ASY METAL,741.25,788379839406,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR550604,TRAY BURNER MT850 ,838.85,788379839413,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR550605,TRAY BURNER MT1010 ,803.25,788379839420,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR550607,METAL SHEET PARTS KIT MT 1430,949.82,788379839437,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR553701,TUBE ASY CU NI INDR 500 BRONZE HEADER,"2,352.71",788379730093,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR553703,TUBE ASY CU NI INDR 715 BRONZE HEADER,"2,685.14",788379730116,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR553704,TUBE ASY CU NI INDR 850 BRONZE HEADER,"2,903.26",788379730123,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR553705,TUBE ASY CU NI INDR 1010 BRONZE HEADER,"3,103.24",788379730130,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR553707,TUBE ASY CU NI INDR 1430 BRONZE HEADER,"3,649.43",788379730154,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR553708,TUBE ASY CU NI INDR 1670 BRONZE HEADER,"3,905.31",788379730161,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR553709,TUBE ASY CU NI INDR 1825 BRONZE HEADER,"4,087.27",788379730178,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR665901,Heat Exhanger for MT500 ,"1,284.23",788379839444,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR665902,Heat Exhanger for MT600 ,"1,396.00",788379839451,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR665903,Heat Exhanger for MT715 ,"1,496.43",788379839468,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR665904,EXCHANGER HEAT MT850 ,"1,690.33",788379771256,133,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR665905,Heat Exhanger for MT1010 ,"1,826.14",788379839475,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,BR665906,Heat Exhanger for MT1200 ,"2,020.83",788379839482,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR665907,Heat Exhanger for MT1430 ,"2,228.06",788379839499,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR665908,TUBE ASY COPR GLASS LINED MT1670,"2,403.30",788379763145,212,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR665909,TUBE ASY GLASS LINED/CPR 1825E,"2,527.54",788379763466,252,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR670401,TUBE ASY CU NI OUTDR 500 BRONZE HEADER,"2,632.47",788379730185,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR670402,TUBE ASY CU NI OUTDR 600 BRONZE HEADER,"2,829.62",788379729912,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR670403,TUBE ASY CU NI OUTDR 715 BRONZE HEADER,"3,028.57",788379730192,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR670404,TUBE ASY CU NI OUTDR 850 BRONZE HEADER,"3,327.72",788379730208,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR670405,TUBE ASY CU NI OUTDR 1010  BRONZE HEADER,"3,594.71",788379730215,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR670406,TUBE ASY CU NI OUTDR 1200 BRONZE HEADER,"3,931.78",788379730222,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR670407,TUBE ASY CU NI OUTDR 1430 BRONZE HEADER,"4,303.12",788379730239,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR670408,TUBE ASY CU NI OUTDR 1670 BRONZE HEADER,"4,636.88",788379730246,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,BR670409,TUBE ASY CU NI OUTDR 1825 BRONZE HEADER,"4,878.16",788379730253,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA000800,RACK PM500 ,717.54,788379732202,0.2,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA000900,RACK PM750 ,831.69,788379732219,1,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA001000,RACK PM1000 ,"1,004.56",788379732226,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA001100,RACK PM1250 ,"1,138.28",788379732233,1,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA001200,RACK PM1500 PM1750 ,"1,234.49",788379732240,320,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA001300,RACK PM2000 ,"1,406.54",788379732257,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA001401,TERM SIDE WALL EXH VENT ,309.85,788379732264,11,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA001402,TERM SIDE WALL EXH VENT ,407.69,788379732271,16,20,20,20,49982,Pentair
Part,Heaters,CA001403,TERM SIDE WALL EXH VENT ,460.69,788379732288,20,26,24,21,49982,Pentair
Part,Heaters,CA001404,TERM SIDE WALL EXH VENT ,526.74,788379732295,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA007701,KIT GAS CONVERSION LP TO NAT PM500,52.66,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA0077011,KIT GAS CONVERSION NAT TO LP PM1250,99.39,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA0077012,KIT GAS CONVERSION NAT TO LP PM1500,117.7,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA0077013,KIT GAS CONVERSION NAT TO LP PM1750,136.01,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA0077014,KIT GAS CONVERSION NAT TO LP PM2000,154.31,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA007702,KIT GAS CONVERSION LP TO NAT PM750,59.23,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA007703,KIT GAS CONVERSION LP TO NAT PM750,76.3,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA007704,KIT GAS CONVERSION LP TO NAT PM1250,93.37,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA007705,KIT GAS CONVERSION LP TO NAT PM1500,110.46,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA007706,KIT GAS CONVERSION LP TO NAT PM1750,127.53,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA007707,KIT GAS CONVERSION LP TO NAT PM2000,144.62,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA007708,KIT GAS CONVERSION NAT TO LP PM750,44.49,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA007709,KIT GAS CONVERSION NAT TO LP PM750,62.8,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA007710,KIT GAS CONVERSION NAT TO LP PM1000,68.99,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA20260701,TERM SIDE WALL INTAKE AIR,100.91,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA20260703,"AIR INLET TERMINAL 8.1"" DIA INLET",104.92,,4.7,N/A,N/A,N/A,49982,Pentair
Part,Heaters,CA20260706,AIR INLET TERMINAL ,104.85,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,D0017905,"CAP VENT 20""ALUMINUM ",800.17,788379856922,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,D2000401,Vent Terminal 6 ,255.64,788379839703,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,D2004300,Vent Terminal 4 ,244.76,788379839727,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,D2005000,"Power Venter, 50/75/100 ",637.13,788379839734,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,D2006001,"Power Venter, 125/160 ",546.07,788379839741,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,D2006002,"Power Venter, 225 ",546.07,788379839758,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,D2007700,TERM VERT EXH VENT ,868.39,788379737146,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,D2007800,TERM VERT EXH VENT ,868.39,788379737153,18,N/A,N/A,N/A,49982,Pentair
Part,Heaters,D2007900,COMBUSTION OUTDR AIR INTAKE,99.48,788379737160,4,17,17,8,49982,Pentair
Part,Heaters,D2008000,COMBUSTION OUTDR AIR INTAKE,124.75,788379737177,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,D2008200,COMBUSTION OUTDR AIR INTAKE,219.34,788379737443,12,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E0015900,"High Limit, Man. Reset, ",151.81,788379839819,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E0016000,Operating Control/Thermo ,94.81,788379839826,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E0021500,TUBING CONDUIT FLEXIBLE ,7.32,788379839833,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E0021600,CONNECTOR CONDUIT ,12.91,788379839840,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E0023500,SWITCH LOW GAS PRESS ,102.54,788379737634,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E0025902,"WELL IMMERSION 3/8""BULB ",12.43,,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E0064500,"Thermostat, Controller ",212.38,788379839871,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E0067600,Outdoor Temperature Rese ,326.89,788379839888,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,E0071300,"Light,Indicator, 110V ",4.56,788379839901,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E0076600,Relay (DPDT) ,31.8,788379839918,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E0081900,Outdoor Reset 1:1.5 - 2- ,298.47,788379839949,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,E0084200,Outdoor Reset 1:1 - 2-St ,337.68,788379839956,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,E0084400,Fuse 2 Amp ,0.93,788379839963,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E0086800,SWITCH TGL ,11.46,788379737689,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E0088400,Inducer Relay DPNO ,17.82,788379839970,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,E0093200,OPERATING CNTRL/THERM 2-STAGE,114,788379737696,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E0098300,RELAY SPST 24V COIL ,17.57,788379737719,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E0101800,TERMINAL BLOC 12 POS ,7.6,788379737726,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E0141102,Automatic Vent Damper w/ ,165.62,788379840044,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,E0141103,Automatic Vent Damper w/ ,171.34,788379840051,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,E0180500,"Transformer, 115/230, 50 ",19.43,788379840068,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E0253100,"Controller, temp, PNCH ",118.48,788379840105,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,E0253200,"Controller, temp, PNCV ",118.48,788379840112,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,E0254000,"Blower, all ",142.88,788379840143,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,E2034200,"Light, Indicator, Green ",11.13,788379840150,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E2034300,"Light, Indicator, Amber ",9.16,788379840167,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E2034400,"Light, Indicator, Red ",9.16,788379840174,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E2039500,"Terminal block, 2 positi ",3.76,788379840181,N/A,N/A,N/A,N/A,49982,Pentair
Part,Heaters,E2057700,"Operating Control, 4-Sta ",405.36,788379840198,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,E2071501,"Vent Damper 4, JVS/JVT 5 ",144.12,788379840211,N/A,N/A,N/A,N/A,,Pentair
Part,Heaters,E2071502,"Damper Assembly 5, JVS/J ",172.71,788379840228,N/A,N/A,N/A,N/A,,Pentair
